planet_id,planet_name,mass,radius,density,t_eq,flux,distance_to_star,period,habitable_score,star_name,temperature,st_rad,st_mass,st_metalicity,st_lum,st_spectral_type,st_subclass
11COMB11COM,11 Com b,776.1323276277063,12.2,14.9,810.0,419.6014612575567,1.178,323.21,0.0,11 Com,4874.0,13.76,2.09,-0.26,1.97823,G,8.0
HD145675C14HER,HD 145675 c,1597.087745175,12.9,4.09,810.0,419.6014612575567,11.924,15732.45889,0.0,14 Her,5338.0,0.93,0.91,0.4052,-0.15273,K,0.0
14HERB14HER,14 Her b,2559.472161571,12.6,7.03,810.0,419.6014612575567,2.774,1765.0389,0.0,14 Her,5338.0,0.93,0.91,0.4052,-0.15273,K,0.0
24BOOB24BOO,24 Boo b,776.1323276277063,13.9,0.574,810.0,419.6014612575567,0.194,30.33,0.0,24 Boo,4816.0,12.19,1.05,-0.78,1.87691,G,3.0
KEPLER451C2MASSJ193832604603591,Kepler-451 c,776.1323276277063,13.5,1.14,810.0,419.6014612575567,3.1038542456009397,1460.0,0.0,2MASS J19383260+4603591,29564.0,0.203,0.48,-0.092,1.45,B,0.0
2MASSJ193832604603591B2MASSJ193832604603591,2MASS J19383260+4603591 b,603.877,13.4,1.38,810.0,419.6014612575567,0.92,406.0,0.0,2MASS J19383260+4603591,29564.0,0.203,0.48,-0.092,1.45,B,0.0
KEPLER451D2MASSJ193832604603591,Kepler-451 d,776.1323276277063,13.5,1.25,810.0,419.6014612575567,3.1038542456009397,43.0,0.0,2MASS J19383260+4603591,29564.0,0.203,0.48,-0.092,1.45,B,0.0
51ERIB51ERI,51 Eri b,635.66,13.4,1.45,700.0,419.6014612575567,13.2,11688.0,0.0,51 Eri,7295.0,1.48726,1.75,-0.027,0.85,F,0.0
55CNCC55CNC,55 Cnc c,54.4738,8.51,0.486,810.0,419.6014612575567,0.2373,44.3989,0.0,55 Cnc,5172.0,0.943,0.905,0.35,-0.19695,G,8.0
55CNCB55CNC,55 Cnc b,263.9785,13.9,0.54,700.0,419.6014612575567,0.1134,14.6516,0.0,55 Cnc,5172.0,0.943,0.905,0.35,-0.19695,G,8.0
55CNCF55CNC,55 Cnc f,44.812,7.59,0.563,810.0,419.6014612575567,0.7708,259.88,0.667,55 Cnc,5172.0,0.943,0.905,0.35,-0.19695,G,8.0
55CNCD55CNC,55 Cnc d,1232.493,13.0,3.08,810.0,419.6014612575567,5.957,5574.2,0.0,55 Cnc,5172.0,0.943,0.905,0.35,-0.19695,G,8.0
55CNCE55CNC,55 Cnc e,7.99,1.875,6.66,1958.0,2657.8322,0.01544,0.7365474,0.0,55 Cnc,5172.0,0.943,0.905,0.35,-0.19695,G,8.0
BD032562BBD032562,BD+03 2562 b,776.1323276277063,12.7,5.46,810.0,419.6014612575567,1.3,481.9,0.0,BD+03 2562,4095.0,32.35,1.14,-0.71,2.7,K,0.0
BD152375BBD152375,BD+15 2375 b,776.1323276277063,13.8,0.705,810.0,419.6014612575567,0.576,153.22,0.0,BD+15 2375,4649.0,8.95,1.08,-0.22,1.57,G,5.0
BD202457CBD202457,BD+20 2457 c,776.1323276277063,12.4,11.4,810.0,419.6014612575567,2.01,621.99,0.0,BD+20 2457,4137.0,49.0,2.8,-1.0,3.17,K,2.0
BD202457BBD202457,BD+20 2457 b,776.1323276277063,12.1,21.1,810.0,419.6014612575567,1.45,379.63,0.0,BD+20 2457,4137.0,49.0,2.8,-1.0,3.17,K,2.0
BD20274BBD20274,BD+20 274 b,776.1323276277063,13.0,3.34,810.0,419.6014612575567,1.3,578.2,0.0,BD+20 274,4296.0,17.3,0.8,-0.46,1.96,K,5.0
BD49828BBD49828,BD+49 828 b,776.1323276277063,13.5,1.14,810.0,419.6014612575567,4.2,2590.0,0.333,BD+49 828,4943.0,7.6,1.52,-0.19,1.47,K,0.0
BD103166BBD103166,BD-10 3166 b,776.1323276277063,14.1,0.368,810.0,419.6014612575567,0.04,3.48777,0.0,BD-10 3166,5393.0,0.91,1.47,0.38,-0.1912,K,0.0
BD114672BBD114672,BD-11 4672 b,776.1323276277063,14.1,0.405,810.0,419.6014612575567,2.36,1634.0,0.0,BD-11 4672,4550.0,0.639,0.651,-0.35,-0.8041,K,7.0
BD114672CBD114672,BD-11 4672 c,776.1323276277063,4.04,1.28,810.0,419.6014612575567,0.3,74.2,0.333,BD-11 4672,4550.0,0.639,0.651,-0.35,-0.8041,K,7.0
BD143065BBD143065A,BD-14 3065 b,3932.0,21.59,2.15,2001.0,646.761,0.0656,4.2889731,0.0,BD-14 3065 A,6935.0,2.35,1.41,-0.34,1.06,F,0.0
BARNARDBBARNARD'SSTAR,Barnard b,776.1323276277063,0.72,4.4,438.0,6.76,0.0229,3.1542,0.0,Barnard's star,3195.0,0.185,0.162,-0.56,-2.44977,M,3.5
BARNARDEBARNARD'SSTAR,Barnard e,776.1323276277063,0.637,4.1,340.0,419.6014612575567,0.0381,6.7392,0.0,Barnard's star,3195.0,0.185,0.162,-0.56,-2.44977,M,3.5
BARNARDDBARNARD'SSTAR,Barnard d,776.1323276277063,0.694,4.32,483.0,419.6014612575567,0.0188,2.3402,0.0,Barnard's star,3195.0,0.185,0.162,-0.56,-2.44977,M,3.5
BARNARDCBARNARD'SSTAR,Barnard c,776.1323276277063,0.743,4.49,400.0,419.6014612575567,0.0274,4.1244,0.0,Barnard's star,3195.0,0.185,0.162,-0.56,-2.44977,M,3.5
CTCHABCTCHA,CT Cha b,5403.0,24.66,1.98,2600.0,419.6014612575567,440.0,76001.05827386062,0.0,CT Cha,4403.0,1.679694,0.9420748557188728,-0.56,-0.10177,K,5.0
COROT1BCOROT1,CoRoT-1 b,327.35,16.7,0.38,1898.0,2852.63,0.02752,1.5089557,0.0,CoRoT-1,5950.0,1.11,0.95,-0.3,0.29793,G,0.0
COROT35BCOROT35,CoRoT-35 b,349.6112477,18.83108758,0.29,1747.0,419.6014612575567,0.0429,3.22748,0.0,CoRoT-35,6390.0,1.65,1.01,-0.5,0.36247,F,6.0
DMPP4BDMPP4,DMPP-4 b,776.1323276277063,3.53,1.52,810.0,419.6014612575567,0.04853,3.4982,0.0,DMPP-4,6400.0,1.38,1.25,-0.007,0.45939,F,5.0
EPIC201170410.02EPIC201170410,EPIC 201170410.02,776.1323276277063,1.047,5.51,810.0,419.6014612575567,0.0349,6.7987,0.0,EPIC 201170410,3648.0,0.282,0.287,-0.048,-1.9,M,0.0
EPIC201427007BEPIC201427007,EPIC 201427007 b,776.1323276277063,1.5,4.66,810.0,419.6014612575567,3.1038542456009397,0.72091,0.0,EPIC 201427007,5633.0,0.94,0.93,-0.053,-0.04875,G,0.0
EPIC201497682BEPIC201497682,EPIC 201497682 b,776.1323276277063,0.692,4.31,810.0,419.6014612575567,3.1038542456009397,2.13174,0.0,EPIC 201497682,4991.0,0.554,0.78,-0.0892,-0.76627,K,0.0
EPIC201757695.02EPIC201757695,EPIC 201757695.02,776.1323276277063,0.90819,5.05,810.0,419.6014612575567,0.0296,2.0478,0.0,EPIC 201757695,4520.0,0.655,0.727,-0.003,-0.36351,K,0.0
EPIC206024342DEPIC206024342,EPIC 206024342 d,776.1323276277063,2.6,2.27,810.0,419.6014612575567,3.1038542456009397,14.647531,0.0,EPIC 206024342,5724.0,0.823,0.928,-0.22,-0.16992,G,0.0
EPIC206024342CEPIC206024342,EPIC 206024342 c,776.1323276277063,1.4,5.09,810.0,419.6014612575567,3.1038542456009397,0.911724,0.0,EPIC 206024342,5724.0,0.823,0.928,-0.22,-0.16992,G,0.0
EPIC206024342BEPIC206024342,EPIC 206024342 b,776.1323276277063,1.7,3.95,810.0,419.6014612575567,3.1038542456009397,4.50756,0.0,EPIC 206024342,5724.0,0.823,0.928,-0.22,-0.16992,G,0.0
EPIC206042996CEPIC206042996,EPIC 206042996 c,776.1323276277063,1.2,5.95,810.0,419.6014612575567,3.1038542456009397,0.354884,0.0,EPIC 206042996,4114.0,0.5,0.565,0.006,-0.97996,K,0.0
EPIC206042996BEPIC206042996,EPIC 206042996 b,776.1323276277063,1.7,3.95,810.0,419.6014612575567,3.1038542456009397,5.2986,0.0,EPIC 206042996,4114.0,0.5,0.565,0.006,-0.97996,K,0.0
EPIC206215704BEPIC206215704,EPIC 206215704 b,776.1323276277063,1.0,5.34,810.0,419.6014612575567,3.1038542456009397,2.255436,0.0,EPIC 206215704,3297.0,0.25,0.407,-0.33,-2.08843,M,0.0
EPIC206317286BEPIC206317286,EPIC 206317286 b,776.1323276277063,0.96,5.22,810.0,419.6014612575567,3.1038542456009397,1.58252,0.0,EPIC 206317286,4752.0,0.669,0.711,0.019,-0.59336,K,0.0
EPIC206317286CEPIC206317286,EPIC 206317286 c,776.1323276277063,2.094,3.01,810.0,419.6014612575567,3.1038542456009397,17.515472,0.0,EPIC 206317286,4752.0,0.669,0.711,0.019,-0.59336,K,0.0
EPIC212624936CEPIC212624936,EPIC 212624936 c,776.1323276277063,2.3,2.66,810.0,419.6014612575567,3.1038542456009397,11.811437,0.0,EPIC 212624936,5765.0,0.93,1.0,-0.39,-0.12371,G,0.0
EPIC212624936BEPIC212624936,EPIC 212624936 b,776.1323276277063,1.2,5.95,810.0,419.6014612575567,3.1038542456009397,0.578657,0.0,EPIC 212624936,5765.0,0.93,1.0,-0.39,-0.12371,G,0.0
EPIC212737443CEPIC212737443,EPIC 212737443 c,776.1323276277063,2.69,2.17,316.0,419.6014612575567,0.28,65.55,0.0,EPIC 212737443,4684.0,0.673,0.69,-0.137,-0.75057,K,3.0
EPIC212737443BEPIC212737443,EPIC 212737443 b,776.1323276277063,2.586,2.29,536.0,419.6014612575567,0.098,13.603,0.0,EPIC 212737443,4684.0,0.673,0.69,-0.137,-0.75057,K,3.0
EPIC220674823BEPIC220674823,EPIC 220674823 b,7.8,1.676,9.09,2299.0,4656.0,0.01314,0.5713127,0.0,EPIC 220674823,5578.0,0.99,0.913,-0.005,-0.11919,G,5.0
EPIC220674823CEPIC220674823,EPIC 220674823 c,7.32,2.84,1.72,804.0,70.0,0.1073,13.33989,0.0,EPIC 220674823,5578.0,0.99,0.913,-0.005,-0.11919,G,5.0
EPIC246851721BEPIC246851721,EPIC 246851721 b,953.49,11.780659,3.1,1401.0,642.0,0.07229,6.180235,0.0,EPIC 246851721,6202.0,1.586,1.317,0.141,0.52634,F,5.0
EPIC248847494BEPIC248847494,EPIC 248847494 b,4131.79,12.44199,4.8225933472508595,183.0,0.19,4.5,3650.0,0.0,EPIC 248847494,4898.0,2.7,0.9,-0.23,0.54805,K,0.0
GJ1148BGJ1148,GJ 1148 b,776.1323276277063,11.9,0.315,810.0,419.6014612575567,0.166,41.38,0.667,GJ 1148,3287.0,0.358519,0.344045,0.1596,-1.86908,M,5.0
GJ1148CGJ1148,GJ 1148 c,776.1323276277063,9.71,0.409,810.0,419.6014612575567,0.912,532.58,0.0,GJ 1148,3287.0,0.358519,0.344045,0.1596,-1.86908,M,5.0
GJ143BGJ143,GJ 143 b,22.7,2.61,7.0,422.0,10.8612,0.1915,35.61253,0.0,GJ 143,4640.0,0.695,0.73,0.003,-0.6862,K,4.5
HD21749CGJ143,HD 21749 c,3.7,0.892,31.93,701.0,144.765,0.0695,7.78993,0.0,GJ 143,4640.0,0.695,0.73,0.003,-0.6862,K,4.5
GJ15ABGJ15A,GJ 15 A b,776.1323276277063,1.55,4.47,550.0,419.6014612575567,0.072,11.4407,0.0,GJ 15 A,3607.0,0.38,0.38,-0.34,-1.655,M,1.0
GJ15ACGJ15A,GJ 15 A c,776.1323276277063,6.67,0.667,810.0,419.6014612575567,5.4,7600.0,0.0,GJ 15 A,3607.0,0.38,0.38,-0.34,-1.655,M,1.0
GJ2030CGJ2030,GJ 2030 c,4069.157094821,12.3,12.0,810.0,419.6014612575567,16.761,25533.11353,0.0,GJ 2030,5485.0,2.24104,0.96,-0.4,0.6123,G,0.0
GJ2030BGJ2030,GJ 2030 b,776.1323276277063,2.03,3.13,810.0,419.6014612575567,0.034,2.38129,0.0,GJ 2030,5485.0,2.24104,0.96,-0.4,0.6123,G,0.0
GJ2126BGJ2126,GJ 2126 b,776.1323276277063,13.6,0.903,810.0,419.6014612575567,0.71,272.7,0.333,GJ 2126,4159.0,0.728,0.65,0.6,-0.84527,M,0.0
GJ3138BGJ3138,GJ 3138 b,776.1323276277063,1.18,5.95,810.0,118.1,0.0197,1.22003,0.0,GJ 3138,3717.0,0.5,0.681,-0.3,-1.34679,M,0.0
GJ3138DGJ3138,GJ 3138 d,776.1323276277063,3.23,1.71,810.0,0.1,0.698,257.8,0.0,GJ 3138,3717.0,0.5,0.681,-0.3,-1.34679,M,0.0
GJ3138CGJ3138,GJ 3138 c,776.1323276277063,1.88,3.46,810.0,13.9,0.057,5.974,0.0,GJ 3138,3717.0,0.5,0.681,-0.3,-1.34679,M,0.0
GJ317BGJ317,GJ 317 b,794.5,13.3,1.86,810.0,419.6014612575567,1.151,695.66,0.0,GJ 317,3492.73,0.431834,0.42,0.3007,-1.68663,M,2.5
GJ317CGJ317,GJ 317 c,776.1323276277063,13.5,1.17,810.0,419.6014612575567,5.23,6739.323,0.0,GJ 317,3492.73,0.431834,0.42,0.3007,-1.68663,M,2.5
GJ3323CGJ3323,GJ 3323 c,776.1323276277063,1.32,5.52,810.0,0.17,0.1264,40.54,0.333,GJ 3323,3159.0,0.119,0.164,-0.27,-2.56864,M,4.0
GJ3323BGJ3323,GJ 3323 b,776.1323276277063,1.23,5.96,810.0,2.58,0.03282,5.3636,0.0,GJ 3323,3159.0,0.119,0.164,-0.27,-2.56864,M,4.0
HD95735CGJ411,HD 95735 c,776.1323276277063,3.76,1.41,810.0,419.6014612575567,2.94,2946.0,0.0,GJ 411,3719.0,0.3685,0.3899,-0.3621,-1.70997,M,1.5
GJ411BGJ411,GJ 411 b,776.1323276277063,1.45,4.85,349.83,3.13,0.07879,12.9394,0.0,GJ 411,3719.0,0.3685,0.3899,-0.3621,-1.70997,M,1.5
GJ436BGJ436,GJ 436 b,22.1,4.17,1.8,686.0,29.4322,0.0291,2.64388312,0.0,GJ 436,3586.11,0.455,0.47,0.0991,-1.585,M,2.5
GJ625BGJ625,GJ 625 b,776.1323276277063,1.49,4.68,810.0,419.6014612575567,0.078361,14.628,0.0,GJ 625,3499.0,0.31,0.3,-0.38,-1.894,M,2.0
GJ667CFGJ667C,GJ 667 C f,776.1323276277063,1.45,4.87,810.0,419.6014612575567,0.156,39.026,1.333,GJ 667 C,3350.0,1.5159936978557502,0.33,-0.55,-1.863,M,1.5
GJ667CCGJ667C,GJ 667 C c,776.1323276277063,1.77,3.77,810.0,419.6014612575567,0.125,28.14,2.0,GJ 667 C,3350.0,1.5159936978557502,0.33,-0.55,-1.863,M,1.5
GJ667CEGJ667C,GJ 667 C e,776.1323276277063,1.45,4.87,810.0,419.6014612575567,0.213,62.24,1.333,GJ 667 C,3350.0,1.5159936978557502,0.33,-0.55,-1.863,M,1.5
GJ667CBGJ667C,GJ 667 C b,776.1323276277063,2.25,2.74,810.0,419.6014612575567,0.050431,7.203,0.0,GJ 667 C,3350.0,1.5159936978557502,0.33,-0.55,-1.863,M,1.5
GJ667CGGJ667C,GJ 667 C g,776.1323276277063,1.99,3.21,810.0,419.6014612575567,0.549,256.2,0.0,GJ 667 C,3350.0,1.5159936978557502,0.33,-0.55,-1.863,M,1.5
GJ674BGJ674,GJ 674 b,776.1323276277063,3.33,1.65,810.0,419.6014612575567,0.039,4.6938,0.0,GJ 674,3600.0,0.36463,0.35,-0.28,-1.796,M,2.5
GJ687CGJ687,GJ 687 c,776.1323276277063,4.14,1.24,810.0,419.6014612575567,1.165,727.562,0.0,GJ 687,3413.0,0.4183,0.4,0.0631,-1.672,M,3.0
GJ687BGJ687,GJ 687 b,776.1323276277063,4.32,1.17,810.0,419.6014612575567,0.163,38.142,0.0,GJ 687,3413.0,0.4183,0.4,0.0631,-1.672,M,3.0
GJ806CGJ806,GJ 806 c,776.1323276277063,2.28,2.69,490.0,9.5,0.0523,6.64064,0.0,GJ 806,3600.0,0.4144,0.413,-0.28,-1.58528,M,1.5
GJ806BGJ806,GJ 806 b,1.9,1.331,4.4,940.0,130.0,0.01406,0.9263237,0.0,GJ 806,3600.0,0.4144,0.413,-0.28,-1.58528,M,1.5
GJ832BGJ832,GJ 832 b,314.65012293,13.8,0.658,810.0,419.6014612575567,3.7,3853.0,0.0,GJ 832,3472.0,0.441557,0.45,-0.3,-1.585,M,2.0
GJ86BGJ86,GJ 86 b,776.1323276277063,12.9,3.6,810.0,419.6014612575567,0.11,15.76491,0.0,GJ 86,5182.0,0.77,0.93,-0.22,-0.38952,K,1.0
GJ876DGJ876,GJ 876 d,6.83,2.51,2.37,810.0,419.6014612575567,0.02080665,1.93778,0.0,GJ 876,3293.74,0.3,0.32,0.2129,-1.90658,M,2.5
GJ876EGJ876,GJ 876 e,14.6,3.92,1.33,810.0,419.6014612575567,0.3343,124.26,0.0,GJ 876,3293.74,0.3,0.32,0.2129,-1.90658,M,2.5
GJ876CGJ876,GJ 876 c,226.9846,14.0,0.455,810.0,419.6014612575567,0.12959,30.0881,0.0,GJ 876,3293.74,0.3,0.32,0.2129,-1.90658,M,2.5
GJ876BGJ876,GJ 876 b,723.2235,13.3,1.69,810.0,419.6014612575567,0.208317,61.1166,0.0,GJ 876,3293.74,0.3,0.32,0.2129,-1.90658,M,2.5
GJ900BGJ900A,GJ 900 b,3496.112477,12.4,10.1,810.0,419.6014612575567,12.0,76001.05827386062,0.0,GJ 900 A,3976.0,0.716187,1.08,-0.63,-0.921,K,7.0
GJ9827CGJ9827,GJ 9827 c,1.86,1.13,7.142,715.94,73.0,0.0395,3.648103,0.0,GJ 9827,4236.0,0.58,0.62,-0.29,-1.00436,K,7.0
GJ9827BGJ9827,GJ 9827 b,4.28,1.44,7.858,1035.01,318.0,0.0189,1.208974,0.0,GJ 9827,4236.0,0.58,0.62,-0.29,-1.00436,K,7.0
GJ9827DGJ9827,GJ 9827 d,3.02,1.98,2.69,675.0,34.9,0.053,6.20183,0.0,GJ 9827,4236.0,0.58,0.62,-0.29,-1.00436,K,7.0
GPX1BGPX1,GPX-1 b,6261.2196179,16.47720163,8.222423,2300.0,4650.0,0.0338,1.744579,0.0,GPX-1,7000.0,1.56,1.68,0.35,0.72673,F,2.0
GQLUPBGQLUP,GQ Lup b,6356.0,33.6,0.921,2650.0,419.6014612575567,100.0,76001.05827386062,0.0,GQ Lup,4360.0,1.94153,0.7,-0.35,-0.07239,K,7.0
GL686BGL686,Gl 686 b,776.1323276277063,2.46,2.45,379.0,419.6014612575567,0.091,15.53,0.0,Gl 686,3656.0,0.427,0.426,-0.23,-1.53,M,1.0
GL725ABGL725A,Gl 725 A b,776.1323276277063,1.48,4.71,810.0,419.6014612575567,0.068,11.2201,0.0,Gl 725 A,3433.0,0.351,0.33,-0.19,-1.809,M,3.0
GLIESE12BGLIESE12,Gliese 12 b,3.87,0.958,17.7,314.6,1.62,0.0668,12.761408,0.333,Gliese 12,3296.0,0.2617,0.2414,-0.32,-2.13787,M,3.0
HATP11CHATP11,HAT-P-11 c,851.78013076,13.2,2.04,810.0,419.6014612575567,4.1,3361.0,0.0,HAT-P-11,4653.0,0.683,0.811,0.31,-0.56702,K,4.0
HATP11BHATP11,HAT-P-11 b,25.0,4.36,1.172,838.0,100.77,0.05258,4.888,0.0,HAT-P-11,4653.0,0.683,0.811,0.31,-0.56702,K,4.0
HATP12BHATP12,HAT-P-12 b,67.059,10.749,0.3192,963.0,118.075,0.0384,3.2130598,0.0,HAT-P-12,4650.0,0.701,0.733,-0.29,-0.678,K,4.0
HATP13BHATP13,HAT-P-13 b,270.462,14.258,0.362,1740.0,1978.5245,0.04383,2.91625,0.0,HAT-P-13,5653.0,1.756,1.32,0.46,0.346,G,4.0
HATP13CHATP13,HAT-P-13 c,776.1323276277063,12.3,13.4,340.0,419.6014612575567,1.258,446.27,0.0,HAT-P-13,5653.0,1.756,1.32,0.46,0.346,G,4.0
HATP17CHATP17,HAT-P-17 c,776.1323276277063,13.1,2.64,810.0,419.6014612575567,5.6,5584.0,0.0,HAT-P-17,5336.96,0.838682,0.92,0.0512,-0.28893,K,0.0
HATP19BHATP19,HAT-P-19 b,88.038468739,11.29865255,0.335,981.2,154.0,0.04599,4.00878322,0.0,HAT-P-19,4962.0,0.773,0.807,0.166,-0.48545,K,1.0
HATP20BHATP20,HAT-P-20 b,2302.899,9.718,13.78,970.0,85.1168,0.0361,2.875317,0.0,HAT-P-20,4595.0,0.694,0.756,0.35,-0.721,K,3.0
HATP25BHATP25,HAT-P-25 b,180.84527,12.722215,0.483,1182.0,325.0,0.0466,3.65281514,0.0,HAT-P-25,5519.0,0.919,1.012,0.294,-0.15181,G,5.0
HATP44BHATP44,HAT-P-44 b,111.871,13.922,0.23,1108.0,185.119,0.0507,4.301219,0.0,HAT-P-44,5295.0,0.949,0.942,0.33,-0.194,K,0.0
HATP44CHATP44,HAT-P-44 c,776.1323276277063,13.0,3.18,810.0,419.6014612575567,1.752,872.2,0.333,HAT-P-44,5295.0,0.949,0.942,0.33,-0.194,K,0.0
HATP51BHATP51,HAT-P-51 b,97.573320949,13.50682174,0.218,1168.2,310.0,0.05042,4.21802091,0.0,HAT-P-51,5453.0,0.995,0.961,0.302,-0.10237,G,7.0
HATP54BHATP54,HAT-P-54 b,241.5508,10.581296,1.118,818.0,88.6713,0.04117,3.799847,0.0,HAT-P-54,4390.0,0.617,0.645,-0.127,-0.9017,K,7.0
HATP55BHATP55,HAT-P-55 b,189.425730572,14.84069045,0.318,1367.0,583.0,0.04628,3.5852313,0.0,HAT-P-55,5804.0,1.105,1.028,0.003,0.09656,G,0.0
HATP58BHATP58,HAT-P-58 b,118.232167404,14.93036229,0.194,1622.0,1146.0,0.04994,4.0138379,0.0,HAT-P-58,6078.0,1.53,1.031,-0.224,0.45637,F,0.0
HATP59BHATP59,HAT-P-59 b,489.45574678,12.58768533,1.347,1277.8,441.4,0.05064,4.1419771,0.0,HAT-P-59,5678.0,1.1038,1.008,0.217,0.05385,G,0.0
HATP60BHATP60,HAT-P-60 b,182.433505618,18.28184752,0.164,1772.0,1634.0,0.06277,4.7947813,0.0,HAT-P-60,6212.0,2.197,1.435,0.037,0.80889,F,0.0
HATP61BHATP61,HAT-P-61 b,335.944626199,10.07687365,1.8,1505.0,849.5,0.0301,1.90231289,0.0,HAT-P-61,5587.0,0.938,1.004,0.194,-0.1152,G,0.0
HATP62BHATP62,HAT-P-62 b,241.867417727,12.02723629,0.77,1512.0,867.2,0.03772,2.6453235,0.0,HAT-P-62,5629.0,1.17,1.023,0.414,0.09061,G,0.0
HATP63BHATP63,HAT-P-63 b,195.146641898,12.5428494,0.54,1237.0,387.4,0.04294,3.377728,0.0,HAT-P-63,5400.0,0.9661,0.925,0.251,-0.1463,G,0.0
HATP64BHATP64,HAT-P-64 b,184.34047606,19.08889413,0.144,1766.0,1611.0,0.05387,4.007232,0.0,HAT-P-64,6457.0,1.735,1.298,-0.113,0.66839,F,0.0
HATP65BHATP65,HAT-P-65 b,176.076937478,18.05766791,0.164,1818.0,1821.0,0.04042,2.60544751,0.0,HAT-P-65,5872.0,1.666,1.297,0.208,0.47276,G,2.0
HATP66BHATP66,HAT-P-66 b,248.86089,17.82231,0.242,1896.0,1939.51,0.04363,2.972086,0.0,HAT-P-66,6002.0,1.881,1.255,0.035,0.6149,G,0.0
HATP68BHATP68,HAT-P-68 b,230.10892,12.016048,0.727,1027.8,184.8,0.02996,2.29840551,0.0,HAT-P-68,4508.0,0.6701,0.6785,-0.059,-0.77911,K,0.0
HATP69BHATP69,HAT-P-69 b,1137.8314,18.786284,1.02,1930.0,2320.18,0.06555,4.7869491,0.0,HAT-P-69,7394.0,1.926,1.648,-0.069,1.0,A,0.0
HATP70BHATP70,HAT-P-70 b,2154.8874,20.96083,1.54,2562.0,5405.6,0.04739,2.74432452,0.0,HAT-P-70,8450.0,1.858,1.89,-0.059,1.22272,A,0.0
HATS14BHATS14,HATS-14 b,340.39593,11.646151,1.191,1276.0,505.884,0.03815,2.7667641,0.0,HATS-14,5346.0,0.933,0.967,0.33,-0.17274,G,0.0
HATS24BHATS24,HATS-24 b,718.2958,15.636555,1.03,2166.0,2706.9606,0.0238,1.3484978,0.0,HATS-24,6125.0,1.12,1.07,-0.229,0.19,F,0.0
HATS3BHATS3,HATS-3 b,340.382,15.48,0.51,1648.0,1212.0044,0.0485,3.547851,0.0,HATS-3,6351.0,1.404,1.209,-0.157,0.456,F,0.0
HATS32BHATS32,HATS-32 b,292.4036,14.000041,0.58,1437.0,614.5934,0.04024,2.8126548,0.0,HATS-32,5700.0,1.097,1.099,0.39,0.0569,G,0.0
HATS37ABHATS37A,HATS-37 A b,31.46517,6.792654,0.55,1085.0,229.7,0.04913,4.3315366,0.0,HATS-37 A,5326.0,0.877,0.843,0.051,-0.25571,G,0.0
HATS38BHATS38,HATS-38 b,23.51942,6.882326,0.403,1294.0,464.7,0.05036,4.375021,0.0,HATS-38,5732.0,1.105,0.89,-0.102,0.07151,G,0.0
HATS4BHATS4,HATS-4 b,420.471,11.433,1.55,1315.0,558.828,0.0362,2.516729,0.0,HATS-4,5403.0,0.925,1.001,0.43,-0.187,G,0.0
HATS41BHATS41,HATS-41 b,3082.951,14.90797,5.1,1710.0,1300.3125,0.0583,4.193649,0.0,HATS-41,6424.0,1.71,1.496,0.47,0.65321,F,0.0
HATS44BHATS44,HATS-44 b,177.9848,11.960003,0.56,1161.0,306.417,0.03649,2.7439004,0.0,HATS-44,5080.0,0.847,0.86,0.32,-0.39794,K,0.0
HATS47BHATS47,HATS-47 b,117.27927,12.520453,0.331,852.9,87.73,0.04269,3.9228038,0.0,HATS-47,4512.0,0.6564,0.674,-0.113,-0.79615,K,0.0
HATS48ABHATS48A,HATS-48 A b,77.23269,8.9672,0.589,954.6,137.6,0.03769,3.1316666,0.0,HATS-48 A,4546.0,0.7152,0.7279,0.186,-0.70885,K,0.0
HATS49BHATS49,HATS-49 b,112.19399,8.574885,0.986,834.8,80.45,0.04515,4.1480467,0.0,HATS-49,4405.0,0.6977,0.7133,0.208,-0.78489,K,0.0
HATS52BHATS52,HATS-52 b,711.9392,15.490838,1.06,1834.0,1310.22,0.02498,1.36665436,0.0,HATS-52,6010.0,1.046,1.111,-0.2843,0.06819,F,0.0
HATS54BHATS54,HATS-54 b,239.324790471,11.37711541,0.77,1429.0,476.965,0.037,2.5441765,0.0,HATS-54,5621.0,1.23,1.05,0.37,0.11461,G,6.0
HATS55BHATS55,HATS-55 b,292.72143,14.022459,0.587,1367.0,355.909,0.05412,4.2042001,0.0,HATS-55,6214.0,1.126,1.1955,0.108,0.22891,F,0.0
HATS57BHATS57,HATS-57 b,1000.21101,12.767051,2.65,1413.4,570.233,0.03493,2.350621,0.0,HATS-57,5587.0,0.96,1.026,0.268,-0.0942,G,0.0
HATS60BHATS60,HATS-60 b,210.40346,12.923977,0.537,1528.0,903.9,0.04708,3.560829,0.0,HATS-60,5688.0,1.46,1.097,0.335,0.30016,G,0.0
HATS61BHATS61,HATS-61 b,1080.622,13.394755,2.47,1226.1,374.2,0.07908,7.817953,0.0,HATS-61,5542.0,1.664,1.076,0.247,0.36922,G,0.0
HATS62BHATS62,HATS-62 b,56.89157,11.825495,0.076,1237.0,387.4,0.04163,3.2768837,0.0,HATS-62,5416.0,0.933,0.896,0.133,-0.17328,G,0.0
HATS63BHATS63,HATS-63 b,305.1168,13.529263,0.67,1398.3,634.1,0.04026,3.0566527,0.0,HATS-63,5627.0,1.07,0.931,0.081,0.01199,G,0.0
HATS65BHATS65,HATS-65 b,260.93843,16.824709,0.3,1634.0,1178.0,0.04497,3.105161,0.0,HATS-65,6277.0,1.31,1.257,0.199,0.37658,F,0.0
